S.N,District_Name,Zone,Ecological_Belt,Development_Region,Year_BS,Year_AD,Condition,Type,Male,Female,Age,Married,Unmarried,Education,Employment,Lat,Long,Age_Group
1471,Jajarkot,Bheri,Hill,Mid-Western,2071,2014,Minor,Psychosis,57,45,26,38,64.0,"College degree, bachelor, master",no,28.86798437,82.1977929,Middle-age
1472,Jajarkot,Bheri,Hill,Mid-Western,2071,2014,Minor,Anxiety,24,47,44,22,49.0,PhD/Doctorate,no,28.86798437,82.1977929,old
1473,Jajarkot,Bheri,Hill,Mid-Western,2071,2014,Minor,Mental retardation,44,23,26,39,28.0,"College degree, bachelor, master",no,28.86798437,82.1977929,Middle-age
1474,Jajarkot,Bheri,Hill,Mid-Western,2071,2014,Major,Hysteria,58,53,45,43,68.0,PhD/Doctorate,no,28.86798437,82.1977929,old
1475,Jajarkot,Bheri,Hill,Mid-Western,2071,2014,Minor,Alcoholism,45,36,52,33,48.0,Unknown,Unknown,28.86798437,82.1977929,old
1476,Jajarkot,Bheri,Hill,Mid-Western,2071,2014,Major,Epilepsy,60,29,35,40,49.0,"College degree, bachelor, master",no,28.86798437,82.1977929,Middle-age
1477,Dolpa,Karnali,Mountain,Mid-Western,2071,2014,Minor,Depression,35,27,32,20,42.0,"College degree, bachelor, master",no,29.25286365,83.07811054,Middle-age
1478,Dolpa,Karnali,Mountain,Mid-Western,2071,2014,Minor,Psychosis,41,37,32,19,59.0,"College degree, bachelor, master",no,29.25286365,83.07811054,Middle-age
1479,Dolpa,Karnali,Mountain,Mid-Western,2071,2014,Major,Anxiety,35,25,32,44,16.0,"College degree, bachelor, master",no,29.25286365,83.07811054,Middle-age
1480,Dolpa,Karnali,Mountain,Mid-Western,2071,2014,Major,Mental retardation,47,38,60,52,33.0,"College degree, bachelor, master",Unknown,29.25286365,83.07811054,old
1481,Dolpa,Karnali,Mountain,Mid-Western,2071,2014,Major,Hysteria,28,52,46,21,59.0,PhD/Doctorate,yes,29.25286365,83.07811054,old
1482,Dolpa,Karnali,Mountain,Mid-Western,2071,2014,Severe,Alcoholism,31,30,44,20,41.0,PhD/Doctorate,yes,29.25286365,83.07811054,old
1483,Dolpa,Karnali,Mountain,Mid-Western,2071,2014,Normal,Epilepsy,44,34,18,2,76.0,Up to 12 years of school,yes,29.25286365,83.07811054,young
1484,Jumla,Karnali,Mountain,Mid-Western,2071,2014,Major,Depression,39,29,38,55,13.0,"College degree, bachelor, master",no,29.2728938,82.20976273,Middle-age
1485,Jumla,Karnali,Mountain,Mid-Western,2071,2014,Normal,Psychosis,24,33,47,18,39.0,PhD/Doctorate,yes,29.2728938,82.20976273,old
1486,Jumla,Karnali,Mountain,Mid-Western,2071,2014,Minor,Anxiety,53,52,51,59,46.0,"College degree, bachelor, master",yes,29.2728938,82.20976273,old
1487,Jumla,Karnali,Mountain,Mid-Western,2071,2014,Severe,Mental retardation,48,38,19,32,54.0,"Some College, short continuing education or equivalent",yes,29.2728938,82.20976273,young
1488,Jumla,Karnali,Mountain,Mid-Western,2071,2014,Major,Hysteria,20,38,28,42,16.0,"College degree, bachelor, master",no,29.2728938,82.20976273,Middle-age
1489,Jumla,Karnali,Mountain,Mid-Western,2071,2014,Normal,Alcoholism,30,28,48,36,22.0,PhD/Doctorate,yes,29.2728938,82.20976273,old
1490,Jumla,Karnali,Mountain,Mid-Western,2071,2014,Major,Epilepsy,25,58,50,35,48.0,"College degree, bachelor, master",yes,29.2728938,82.20976273,old
1491,Kalikot,Karnali,Mountain,Mid-Western,2071,2014,Minor,Depression,43,55,30,51,47.0,"College degree, bachelor, master",no,29.21307603,81.76873832,Middle-age
1492,Kalikot,Karnali,Mountain,Mid-Western,2071,2014,Severe,Psychosis,38,41,20,26,53.0,Unknown,no,29.21307603,81.76873832,Middle-age
1493,Kalikot,Karnali,Mountain,Mid-Western,2071,2014,Normal,Anxiety,47,50,58,27,70.0,Up to 9 years of school,yes,29.21307603,81.76873832,old
1494,Kalikot,Karnali,Mountain,Mid-Western,2071,2014,Minor,Mental retardation,29,51,44,27,53.0,PhD/Doctorate,yes,29.21307603,81.76873832,old
1495,Kalikot,Karnali,Mountain,Mid-Western,2071,2014,Normal,Hysteria,31,54,45,51,34.0,PhD/Doctorate,yes,29.21307603,81.76873832,old
1496,Kalikot,Karnali,Mountain,Mid-Western,2071,2014,Normal,Alcoholism,27,23,37,31,19.0,"College degree, bachelor, master",no,29.21307603,81.76873832,Middle-age
1497,Kalikot,Karnali,Mountain,Mid-Western,2071,2014,Normal,Epilepsy,31,40,59,57,14.0,Unknown,yes,29.21307603,81.76873832,old
1498,Mugu,Karnali,Mountain,Mid-Western,2071,2014,Normal,Depression,22,22,21,40,4.0,"College degree, bachelor, master",no,29.6346044,82.35940378,Middle-age
1499,Mugu,Karnali,Mountain,Mid-Western,2071,2014,Normal,Psychosis,21,20,48,19,22.0,PhD/Doctorate,yes,29.6346044,82.35940378,old
1500,Mugu,Karnali,Mountain,Mid-Western,2071,2014,Severe,Anxiety,32,50,46,51,31.0,PhD/Doctorate,yes,29.6346044,82.35940378,old
1501,Mugu,Karnali,Mountain,Mid-Western,2071,2014,Severe,Mental retardation,59,44,43,29,74.0,PhD/Doctorate,yes,29.6346044,82.35940378,old
1502,Mugu,Karnali,Mountain,Mid-Western,2071,2014,Major,Hysteria,59,40,27,32,67.0,"College degree, bachelor, master",no,29.6346044,82.35940378,Middle-age
1503,Mugu,Karnali,Mountain,Mid-Western,2071,2014,Minor,Alcoholism,38,48,26,42,44.0,"College degree, bachelor, master",no,29.6346044,82.35940378,Middle-age
1504,Mugu,Karnali,Mountain,Mid-Western,2071,2014,Minor,Epilepsy,26,37,22,49,14.0,Unknown,no,29.6346044,82.35940378,Middle-age
1505,Humla,Karnali,Mountain,Mid-Western,2071,2014,Minor,Depression,55,25,46,23,57.0,PhD/Doctorate,yes,30.03513341,81.89063467,old
1506,Humla,Karnali,Mountain,Mid-Western,2071,2014,Normal,Psychosis,41,50,42,45,46.0,PhD/Doctorate,yes,30.03513341,81.89063467,old
1507,Humla,Karnali,Mountain,Mid-Western,2071,2014,Severe,Anxiety,33,50,54,23,60.0,"College degree, bachelor, master",yes,30.03513341,81.89063467,old
1508,Humla,Karnali,Mountain,Mid-Western,2071,2014,Major,Mental retardation,45,58,51,52,51.0,"College degree, bachelor, master",yes,30.03513341,81.89063467,old
1509,Humla,Karnali,Mountain,Mid-Western,2071,2014,Minor,Hysteria,43,50,22,34,59.0,None,no,30.03513341,81.89063467,Middle-age
1510,Humla,Karnali,Mountain,Mid-Western,2071,2014,Normal,Alcoholism,20,37,35,23,34.0,"College degree, bachelor, master",no,30.03513341,81.89063467,Middle-age
1511,Humla,Karnali,Mountain,Mid-Western,2071,2014,Minor,Epilepsy,53,50,50,57,46.0,Up to 12 years of school,yes,30.03513341,81.89063467,old
1512,Bajura,Seti,Mountain,Far-Western,2071,2014,Severe,Depression,21,28,35,21,28.0,"College degree, bachelor, master",no,29.56558569,81.5497582,Middle-age
1513,Bajura,Seti,Mountain,Far-Western,2071,2014,Major,Psychosis,41,35,25,53,23.0,"College degree, bachelor, master",no,29.56558569,81.5497582,Middle-age
1514,Bajura,Seti,Mountain,Far-Western,2071,2014,Normal,Anxiety,47,55,30,25,77.0,"College degree, bachelor, master",no,29.56558569,81.5497582,Middle-age
1515,Bajura,Seti,Mountain,Far-Western,2071,2014,Severe,Mental retardation,28,24,35,52,0.0,"College degree, bachelor, master",no,29.56558569,81.5497582,Middle-age
1516,Bajura,Seti,Mountain,Far-Western,2071,2014,Severe,Hysteria,22,48,60,52,18.0,Up to 9 years of school,yes,29.56558569,81.5497582,old
1517,Bajura,Seti,Mountain,Far-Western,2071,2014,Major,Alcoholism,38,46,36,51,33.0,"College degree, bachelor, master",no,29.56558569,81.5497582,Middle-age
1518,Bajura,Seti,Mountain,Far-Western,2071,2014,Severe,Epilepsy,45,23,23,52,16.0,"College degree, bachelor, master",no,29.56558569,81.5497582,Middle-age
1519,Bajhang,Seti,Mountain,Far-Western,2071,2014,Severe,Depression,57,27,18,1,83.0,Up to 12 years of school,yes,29.70710581,81.14117632,young
1520,Bajhang,Seti,Mountain,Far-Western,2071,2014,Major,Psychosis,39,49,52,53,35.0,Up to 12 years of school,yes,29.70710581,81.14117632,old
1521,Bajhang,Seti,Mountain,Far-Western,2071,2014,Severe,Anxiety,35,31,52,20,46.0,"College degree, bachelor, master",yes,29.70710581,81.14117632,old
1522,Bajhang,Seti,Mountain,Far-Western,2071,2014,Normal,Mental retardation,29,30,28,52,7.0,"College degree, bachelor, master",no,29.70710581,81.14117632,Middle-age
1523,Bajhang,Seti,Mountain,Far-Western,2071,2014,Major,Hysteria,56,54,39,19,91.0,"College degree, bachelor, master",Unknown,29.70710581,81.14117632,Middle-age
1524,Bajhang,Seti,Mountain,Far-Western,2071,2014,Normal,Alcoholism,18,43,41,53,8.0,PhD/Doctorate,yes,29.70710581,81.14117632,old
1525,Bajhang,Seti,Mountain,Far-Western,2071,2014,Minor,Epilepsy,35,35,44,26,44.0,PhD/Doctorate,yes,29.70710581,81.14117632,old
1526,Achham,Seti,Hill,Far-Western,2071,2014,Severe,Depression,32,18,54,39,11.0,"College degree, bachelor, master",yes,29.09181279,81.31707255,old
1527,Achham,Seti,Hill,Far-Western,2071,2014,Normal,Psychosis,41,46,52,18,69.0,Up to 12 years of school,yes,29.09181279,81.31707255,old
1528,Achham,Seti,Hill,Far-Western,2071,2014,Normal,Anxiety,38,19,34,52,5.0,"College degree, bachelor, master",Unknown,29.09181279,81.31707255,Middle-age
1529,Achham,Seti,Hill,Far-Western,2071,2014,Normal,Mental retardation,25,46,60,54,17.0,None,yes,29.09181279,81.31707255,old
1530,Achham,Seti,Hill,Far-Western,2071,2014,Major,Hysteria,44,55,19,42,57.0,"Some College, short continuing education or equivalent",no,29.09181279,81.31707255,young
1531,Achham,Seti,Hill,Far-Western,2071,2014,Minor,Alcoholism,53,19,22,33,39.0,"College degree, bachelor, master",no,29.09181279,81.31707255,Middle-age
1532,Achham,Seti,Hill,Far-Western,2071,2014,Severe,Epilepsy,29,41,18,3,67.0,Up to 12 years of school,no,29.09181279,81.31707255,young
1533,Doti,Seti,Hill,Far-Western,2071,2014,Major,Depression,55,20,57,47,28.0,"College degree, bachelor, master",yes,29.17612357,80.88531019,old
1534,Doti,Seti,Hill,Far-Western,2071,2014,Normal,Psychosis,26,19,40,39,6.0,PhD/Doctorate,Unknown,29.17612357,80.88531019,old
1535,Doti,Seti,Hill,Far-Western,2071,2014,Severe,Anxiety,24,42,51,21,45.0,Up to 12 years of school,Unknown,29.17612357,80.88531019,old
1536,Doti,Seti,Hill,Far-Western,2071,2014,Minor,Mental retardation,46,30,36,48,28.0,"College degree, bachelor, master",Unknown,29.17612357,80.88531019,Middle-age
1537,Doti,Seti,Hill,Far-Western,2071,2014,Major,Hysteria,51,36,53,24,63.0,Unknown,Unknown,29.17612357,80.88531019,old
1538,Doti,Seti,Hill,Far-Western,2071,2014,Major,Alcoholism,34,46,37,28,52.0,"College degree, bachelor, master",Unknown,29.17612357,80.88531019,Middle-age
1539,Doti,Seti,Hill,Far-Western,2071,2014,Severe,Epilepsy,37,57,56,31,63.0,"College degree, bachelor, master",Unknown,29.17612357,80.88531019,old
1540,Kailali,Seti,Terai,Far-Western,2071,2014,Minor,Depression,57,60,44,30,87.0,PhD/Doctorate,Unknown,28.76091877,80.82634991,old
1541,Kailali,Seti,Terai,Far-Western,2071,2014,Minor,Psychosis,57,21,22,21,57.0,Unknown,no,28.76091877,80.82634991,Middle-age
1542,Kailali,Seti,Terai,Far-Western,2071,2014,Severe,Anxiety,19,33,30,31,21.0,"College degree, bachelor, master",Unknown,28.76091877,80.82634991,Middle-age
1543,Kailali,Seti,Terai,Far-Western,2071,2014,Normal,Mental retardation,58,24,54,21,61.0,"College degree, bachelor, master",Unknown,28.76091877,80.82634991,old
1544,Kailali,Seti,Terai,Far-Western,2071,2014,Severe,Hysteria,22,33,32,29,26.0,"College degree, bachelor, master",Unknown,28.76091877,80.82634991,Middle-age
1545,Kailali,Seti,Terai,Far-Western,2071,2014,Minor,Alcoholism,38,32,48,53,17.0,PhD/Doctorate,Unknown,28.76091877,80.82634991,old
1546,Kailali,Seti,Terai,Far-Western,2071,2014,Severe,Epilepsy,48,52,35,50,50.0,"College degree, bachelor, master",Unknown,28.76091877,80.82634991,Middle-age
1547,Kanchanpur,Mahakali,Terai,Far-Western,2071,2014,Major,Depression,47,43,42,29,61.0,PhD/Doctorate,Unknown,28.83479468,80.38209033,old
1548,Kanchanpur,Mahakali,Terai,Far-Western,2071,2014,Normal,Psychosis,40,25,55,49,16.0,"College degree, bachelor, master",Unknown,28.83479468,80.38209033,old
1549,Kanchanpur,Mahakali,Terai,Far-Western,2071,2014,Major,Anxiety,31,52,41,49,34.0,PhD/Doctorate,Unknown,28.83479468,80.38209033,old
1550,Kanchanpur,Mahakali,Terai,Far-Western,2071,2014,Severe,Mental retardation,32,47,31,30,49.0,"College degree, bachelor, master",Unknown,28.83479468,80.38209033,Middle-age
1551,Kanchanpur,Mahakali,Terai,Far-Western,2071,2014,Severe,Hysteria,36,20,53,35,21.0,Up to 12 years of school,Unknown,28.83479468,80.38209033,old
1552,Kanchanpur,Mahakali,Terai,Far-Western,2071,2014,Normal,Alcoholism,47,40,35,34,53.0,"College degree, bachelor, master",Unknown,28.83479468,80.38209033,Middle-age
1553,Kanchanpur,Mahakali,Terai,Far-Western,2071,2014,Major,Epilepsy,41,44,38,59,26.0,"College degree, bachelor, master",Unknown,28.83479468,80.38209033,Middle-age
1554,Dadeldhura,Mahakali,Hill,Far-Western,2071,2014,Minor,Depression,60,55,57,53,62.0,"College degree, bachelor, master",Unknown,29.22747472,80.48540118,old
1555,Dadeldhura,Mahakali,Hill,Far-Western,2071,2014,Major,Psychosis,58,32,26,56,34.0,"College degree, bachelor, master",no,29.22747472,80.48540118,Middle-age
1556,Dadeldhura,Mahakali,Hill,Far-Western,2071,2014,Major,Anxiety,24,48,28,23,49.0,"College degree, bachelor, master",no,29.22747472,80.48540118,Middle-age
1557,Dadeldhura,Mahakali,Hill,Far-Western,2071,2014,Minor,Mental retardation,42,60,39,27,75.0,"College degree, bachelor, master",no,29.22747472,80.48540118,Middle-age
1558,Dadeldhura,Mahakali,Hill,Far-Western,2071,2014,Severe,Hysteria,60,51,52,35,76.0,None,Unknown,29.22747472,80.48540118,old
1559,Dadeldhura,Mahakali,Hill,Far-Western,2071,2014,Normal,Alcoholism,55,57,33,29,83.0,"College degree, bachelor, master",no,29.22747472,80.48540118,Middle-age
1560,Dadeldhura,Mahakali,Hill,Far-Western,2071,2014,Major,Epilepsy,49,60,32,25,84.0,"College degree, bachelor, master",Unknown,29.22747472,80.48540118,Middle-age
1561,Baitadi,Mahakali,Hill,Far-Western,2071,2014,Normal,Depression,36,48,39,51,33.0,"College degree, bachelor, master",Unknown,29.48338045,80.53566864,Middle-age
1562,Baitadi,Mahakali,Hill,Far-Western,2071,2014,Minor,Psychosis,32,57,43,41,48.0,PhD/Doctorate,Unknown,29.48338045,80.53566864,old
1563,Baitadi,Mahakali,Hill,Far-Western,2071,2014,Severe,Anxiety,44,54,38,19,79.0,"College degree, bachelor, master",Unknown,29.48338045,80.53566864,Middle-age
1564,Baitadi,Mahakali,Hill,Far-Western,2071,2014,Normal,Mental retardation,55,25,45,44,36.0,PhD/Doctorate,Unknown,29.48338045,80.53566864,old
1565,Baitadi,Mahakali,Hill,Far-Western,2071,2014,Minor,Hysteria,28,39,35,60,7.0,"College degree, bachelor, master",Unknown,29.48338045,80.53566864,Middle-age
1566,Baitadi,Mahakali,Hill,Far-Western,2071,2014,Minor,Alcoholism,59,56,59,29,86.0,"College degree, bachelor, master",Unknown,29.48338045,80.53566864,old
1567,Baitadi,Mahakali,Hill,Far-Western,2071,2014,Major,Epilepsy,49,47,40,34,62.0,PhD/Doctorate,Unknown,29.48338045,80.53566864,old
1568,Darchula,Mahakali,Mountain,Far-Western,2071,2014,Normal,Depression,42,40,43,37,45.0,PhD/Doctorate,Unknown,29.89271094,80.74136106,old
1569,Darchula,Mahakali,Mountain,Far-Western,2071,2014,Normal,Psychosis,22,36,46,55,3.0,PhD/Doctorate,Unknown,29.89271094,80.74136106,old
1570,Darchula,Mahakali,Mountain,Far-Western,2071,2014,Normal,Anxiety,43,30,58,23,50.0,Unknown,Unknown,29.89271094,80.74136106,old
1571,Darchula,Mahakali,Mountain,Far-Western,2071,2014,Severe,Mental retardation,52,23,27,33,42.0,"College degree, bachelor, master",Unknown,29.89271094,80.74136106,Middle-age
1572,Darchula,Mahakali,Mountain,Far-Western,2071,2014,Normal,Hysteria,46,39,57,40,45.0,"College degree, bachelor, master",Unknown,29.89271094,80.74136106,old
1573,Darchula,Mahakali,Mountain,Far-Western,2071,2014,Minor,Alcoholism,46,58,37,38,66.0,"College degree, bachelor, master",Unknown,29.89271094,80.74136106,Middle-age
1574,Darchula,Mahakali,Mountain,Far-Western,2071,2014,Normal,Epilepsy,29,52,58,35,46.0,Unknown,Unknown,29.89271094,80.74136106,old
1575,Taplejung,Mechi,Mountain,Eastern,2072,2015,Severe,Depression,26,24,19,27,23.0,"Some College, short continuing education or equivalent",no,27.61858869,87.85666093,young
1576,Taplejung,Mechi,Mountain,Eastern,2072,2015,Severe,Psychosis,53,30,50,57,26.0,None,yes,27.61858869,87.85666093,old
1577,Taplejung,Mechi,Mountain,Eastern,2072,2015,Major,Anxiety,24,32,21,37,19.0,Unknown,yes,27.61858869,87.85666093,Middle-age
1578,Taplejung,Mechi,Mountain,Eastern,2072,2015,Major,Mental retardation,48,46,20,51,43.0,"College degree, bachelor, master",yes,27.61858869,87.85666093,Middle-age
1579,Taplejung,Mechi,Mountain,Eastern,2072,2015,Major,Hysteria,49,29,60,45,33.0,Unknown,retired,27.61858869,87.85666093,old
1580,Taplejung,Mechi,Mountain,Eastern,2072,2015,Severe,Alcoholism,30,20,27,49,1.0,"College degree, bachelor, master",yes,27.61858869,87.85666093,Middle-age
1581,Taplejung,Mechi,Mountain,Eastern,2072,2015,Major,Epilepsy,54,25,28,24,55.0,"College degree, bachelor, master",yes,27.61858869,87.85666093,Middle-age
1582,Panchthar,Mechi,Hill,Eastern,2072,2015,Normal,Depression,54,49,58,23,80.0,"College degree, bachelor, master",yes,27.05953098,87.82000369,old
1583,Panchthar,Mechi,Hill,Eastern,2072,2015,Severe,Psychosis,54,37,37,22,69.0,"College degree, bachelor, master",yes,27.05953098,87.82000369,Middle-age
1584,Panchthar,Mechi,Hill,Eastern,2072,2015,Severe,Anxiety,59,26,59,53,32.0,None,yes,27.05953098,87.82000369,old
1585,Panchthar,Mechi,Hill,Eastern,2072,2015,Severe,Mental retardation,27,54,28,26,55.0,"College degree, bachelor, master",yes,27.05953098,87.82000369,Middle-age
1586,Panchthar,Mechi,Hill,Eastern,2072,2015,Major,Hysteria,27,37,59,48,16.0,"College degree, bachelor, master",retired,27.05953098,87.82000369,old
1587,Panchthar,Mechi,Hill,Eastern,2072,2015,Minor,Alcoholism,54,21,29,19,56.0,"College degree, bachelor, master",yes,27.05953098,87.82000369,Middle-age
1588,Panchthar,Mechi,Hill,Eastern,2072,2015,Severe,Epilepsy,35,49,29,51,33.0,"College degree, bachelor, master",yes,27.05953098,87.82000369,Middle-age
1589,Ilam,Mechi,Hill,Eastern,2072,2015,Minor,Depression,54,44,47,19,79.0,PhD/Doctorate,yes,26.8560453,87.9452083,old
1590,Ilam,Mechi,Hill,Eastern,2072,2015,Normal,Psychosis,38,23,22,53,8.0,"College degree, bachelor, master",yes,26.8560453,87.9452083,Middle-age
1591,Ilam,Mechi,Hill,Eastern,2072,2015,Normal,Anxiety,22,34,19,45,11.0,"Some College, short continuing education or equivalent",no,26.8560453,87.9452083,young
1592,Ilam,Mechi,Hill,Eastern,2072,2015,Minor,Mental retardation,59,38,45,21,76.0,PhD/Doctorate,no,26.8560453,87.9452083,old
1593,Ilam,Mechi,Hill,Eastern,2072,2015,Minor,Hysteria,45,36,60,20,61.0,None,retired,26.8560453,87.9452083,old
1594,Ilam,Mechi,Hill,Eastern,2072,2015,Major,Alcoholism,30,47,43,36,41.0,PhD/Doctorate,no,26.8560453,87.9452083,old
1595,Ilam,Mechi,Hill,Eastern,2072,2015,Major,Epilepsy,42,57,51,40,59.0,"College degree, bachelor, master",no,26.8560453,87.9452083,old
1596,Jhapa,Mechi,Terai,Eastern,2072,2015,Major,Depression,52,30,45,47,35.0,PhD/Doctorate,retired,26.57197501,87.95532113,old
1597,Jhapa,Mechi,Terai,Eastern,2072,2015,Minor,Psychosis,26,50,58,42,34.0,Unknown,retired,26.57197501,87.95532113,old
1598,Jhapa,Mechi,Terai,Eastern,2072,2015,Severe,Anxiety,34,57,35,43,48.0,"College degree, bachelor, master",yes,26.57197501,87.95532113,Middle-age
1599,Jhapa,Mechi,Terai,Eastern,2072,2015,Major,Mental retardation,30,43,19,35,38.0,"Some College, short continuing education or equivalent",no,26.57197501,87.95532113,young
1600,Jhapa,Mechi,Terai,Eastern,2072,2015,Minor,Hysteria,21,42,60,45,18.0,None,no,26.57197501,87.95532113,old
1601,Jhapa,Mechi,Terai,Eastern,2072,2015,Major,Alcoholism,31,19,40,40,10.0,PhD/Doctorate,yes,26.57197501,87.95532113,old
1602,Jhapa,Mechi,Terai,Eastern,2072,2015,Major,Epilepsy,42,37,49,36,43.0,"College degree, bachelor, master",Unknown,26.57197501,87.95532113,old
1603,Morang,Kosi,Terai,Eastern,2072,2015,Minor,Depression,41,35,29,45,31.0,"College degree, bachelor, master",yes,26.58315547,87.45387395,Middle-age
1604,Morang,Kosi,Terai,Eastern,2072,2015,Normal,Psychosis,55,23,29,56,22.0,"College degree, bachelor, master",no,26.58315547,87.45387395,Middle-age
1605,Morang,Kosi,Terai,Eastern,2072,2015,Normal,Anxiety,20,34,40,42,12.0,PhD/Doctorate,retired,26.58315547,87.45387395,old
1606,Morang,Kosi,Terai,Eastern,2072,2015,Minor,Mental retardation,27,37,56,34,30.0,Up to 12 years of school,yes,26.58315547,87.45387395,old
1607,Morang,Kosi,Terai,Eastern,2072,2015,Normal,Hysteria,33,18,43,51,0.0,PhD/Doctorate,yes,26.58315547,87.45387395,old
1608,Morang,Kosi,Terai,Eastern,2072,2015,Normal,Alcoholism,38,53,57,20,71.0,"College degree, bachelor, master",yes,26.58315547,87.45387395,old
1609,Morang,Kosi,Terai,Eastern,2072,2015,Minor,Epilepsy,42,34,22,20,56.0,"College degree, bachelor, master",yes,26.58315547,87.45387395,Middle-age
1610,Sunsari,Kosi,Terai,Eastern,2072,2015,Normal,Depression,41,46,22,21,66.0,"College degree, bachelor, master",no,26.68353642,87.1812749,Middle-age
1611,Sunsari,Kosi,Terai,Eastern,2072,2015,Normal,Psychosis,51,56,50,51,56.0,None,yes,26.68353642,87.1812749,old
1612,Sunsari,Kosi,Terai,Eastern,2072,2015,Normal,Anxiety,29,18,41,49,40.74293353705119,PhD/Doctorate,yes,26.68353642,87.1812749,old
1613,Sunsari,Kosi,Terai,Eastern,2072,2015,Minor,Mental retardation,57,58,51,18,97.0,Unknown,yes,26.68353642,87.1812749,old
